allan1,allan2
66183,66416
66191,66423
66197,66430
66204,66436
66210,66442
66217,66448
66224,66455
66231,66461
66238,66468
66245,66475
66252,66481
66259,66487
66265,66494
66273,66501
66280,66507
66286,66514
66294,66520
66300,66527
66307,66533
66314,66540
66321,66546
66328,66553
66334,66560
66342,66566
66348,66573
66355,66579
66362,66586
66369,66592
66375,66598
66383,66605
66389,66611
66397,66618
66403,66625
66411,66631
66417,66637
66424,66644
66431,66651
66438,66657
66445,66663
66452,66671
66459,66677
66466,66683
66473,66690
66480,66697
66487,66703
66494,66709
66500,66716
66508,66723
66514,66729
66521,66735
66528,66743
66535,66749
66542,66756
66549,66762
66556,66769
66562,66775
66570,66781
66576,66789
66584,66795
66590,66801
66598,66808
66605,66814
66612,66821
66619,66827
66625,66834
66633,66841
66639,66847
66646,66853
66654,66860
66660,66866
66667,66873
66674,66880
66681,66886
66687,66893
66695,66899
66701,66906
66709,66912
66716,66919
66722,66925
66730,66932
66736,66938
66743,66945
66751,66952
66757,66959
66764,66965
66771,66971
66778,66978
66784,66984
66792,66991
66798,66997
66806,67004
66813,67010
66819,67016
66827,67023
66833,67030
66840,67037
66847,67043
66854,67050
66861,67057
66868,67063
66875,67069
66882,67077
66889,67083
66895,67089
66903,67095
66909,67102
66917,67108
66924,67115
66931,67122
66938,67128
66944,67134
66952,67141
66958,67148
66965,67154
66972,67160
66979,67167
66985,67174
66992,67180
67000,67187
67006,67194
67013,67200
67020,67206
67027,67213
67033,67219
67041,67225
67048,67232
67054,67239
67061,67245
67068,67251
67075,67259
67081,67265
67089,67271
67095,67277
67103,67284
67109,67291
67116,67297
67123,67304
67130,67310
67137,67316
67144,67323
67151,67330
67158,67336
67164,67342
67172,67350
67178,67356
67184,67362
67192,67369
67198,67375
67206,67381
67212,67389
67220,67395
67226,67401
67233,67407
67239,67415
67247,67421
67253,67427
67261,67434
67268,67440
67275,67447
67282,67454
67289,67460
67296,67466
67303,67473
67310,67480
67317,67486
67324,67492
67331,67499
67337,67505
67345,67511
67351,67519
67359,67525
67365,67531
67372,67538
67378,67544
67386,67551
67393,67558
67400,67564
67407,67571
67414,67577
67421,67584
67428,67590
67435,67597
67442,67603
67449,67610
67455,67616
67463,67623
67470,67629
67477,67636
67484,67642
67491,67649
67498,67655
67504,67661
67512,67668
67518,67675
67525,67681
67532,67688
67539,67694
67546,67700
67553,67707
67560,67714
67567,67721
67574,67727
67581,67733
67588,67739
67595,67746
67602,67752
67608,67759
67616,67766
67622,67772
67630,67779
67636,67785
67644,67791
67650,67798
67658,67805
67664,67811
67671,67818
67678,67824
67686,67831
67692,67838
67699,67844
67706,67851
67713,67857
67720,67864
67727,67869
67733,67876
67741,67883
67748,67889
67754,67896
67761,67902
67768,67909
67776,67915
67782,67922
67788,67929
67795,67935
67803,67942
67810,67949
67816,67955
67823,67961
67830,67968
67837,67974
67844,67980
67851,67987
67858,67994
67865,68001
67872,68007
67879,68013
67886,68020
67892,68026
67900,68032
67907,68040
67913,68046
67920,68052
67928,68059
67934,68065
67941,68072
67948,68078
67954,68084
67962,68091
67969,68097
67975,68104
67982,68110
67990,68117
67996,68123
68003,68130
68010,68137
68017,68143
68024,68149
68031,68156
68038,68163
68045,68169
68052,68175
68059,68182
68066,68189
68073,68195
68079,68201
68087,68208
68094,68215
68101,68221
68108,68228
68115,68234
68121,68241
68129,68247
68136,68254
68142,68261
68150,68267
68156,68273
68163,68279
68170,68287
68177,68293
68184,68299
68191,68306
68197,68313
68204,68319
68211,68325
68219,68332
68225,68338
68233,68345
68239,68351
68246,68358
68253,68364
68259,68371
68267,68377
68273,68384
68281,68391
68287,68397
68294,68404
68302,68410
68308,68416
68315,68423
68321,68430
68329,68436
68335,68442
68342,68448
68350,68455
68356,68462
68363,68468
68371,68475
68377,68481
68384,68487
68391,68493
68398,68500
68404,68506
68412,68513
68419,68520
68425,68526
68433,68533
68440,68540
68446,68546
68453,68552
68460,68559
68467,68566
68474,68573
68481,68580
68487,68586
68495,68592
68502,68599
68508,68606
68515,68612
68523,68619
68529,68625
68536,68632
68543,68639
68550,68645
68557,68651
68564,68658
68571,68665
68579,68671
68585,68677
68592,68685
68599,68691
68606,68697
68613,68704
68620,68711
68627,68717
68634,68723
68641,68730
68648,68737
68656,68743
68662,68750
68669,68756
68676,68762
68682,68769
68690,68776
68697,68782
68703,68788
68710,68795
68718,68801
68725,68808
68731,68814
68738,68821
68745,68828
68752,68834
68760,68841
68766,68847
68773,68854
68780,68860
68787,68867
68794,68873
68801,68880
68808,68887
68815,68893
68823,68900
68829,68906
68836,68913
68843,68919
68850,68926
68858,68932
68864,68939
68871,68945
68878,68951
68885,68958
68892,68964
68900,68971
68906,68977
68913,68984
68920,68990
68927,68997
68933,69004
68941,69010
68948,69017
68955,69023
68962,69030
68969,69036
68975,69043
68983,69049
68989,69055
68997,69062
69003,69068
69010,69075
69017,69081
69024,69088
69031,69094
69039,69101
69045,69108
69052,69114
69059,69121
69066,69128
69073,69134
69079,69140
69086,69147
69094,69153
69101,69159
69108,69166
69114,69172
69121,69179
69128,69186
69135,69192
69142,69199
69149,69205
69156,69211
69164,69218
69170,69224
69177,69231
69185,69238
69191,69244
69198,69250
69206,69257
69212,69263
69219,69270
69226,69276
69233,69283
69240,69290
69247,69296
69254,69302
69260,69308
69267,69315
69275,69321
69281,69329
69288,69335
69295,69342
69302,69347
69309,69354
69315,69360
69322,69367
69329,69373
69336,69380
69343,69386
69350,69393
69357,69399
69365,69406
69371,69412
69377,69420
69385,69425
69392,69432
69398,69439
69406,69445
69412,69452
69419,69458
69426,69465
69433,69471
69440,69478
69447,69484
69455,69491
69461,69497
69468,69504
69475,69510
69482,69517
69489,69523
69496,69530
69503,69536
69510,69543
69517,69550
69524,69556
69531,69563
69537,69569
69545,69576
69551,69582
69558,69588
69565,69595
69572,69602
69579,69608
69586,69615
69593,69621
69600,69628
69607,69634
69614,69641
69621,69648
69628,69654
69635,69661
69642,69667
69649,69674
69656,69680
69663,69686
69670,69694
69677,69700
69684,69706
69691,69713
69697,69719
69705,69727
69712,69733
69719,69739
69725,69746
69733,69752
69740,69759
69747,69765
69754,69771
69760,69779
69768,69785
69775,69791
69781,69798
69788,69805
69796,69811
69802,69818
69809,69824
69815,69832
69823,69838
69829,69844
69836,69851
69844,69857
69850,69864
69857,69870
69864,69877
69871,69883
69878,69890
69885,69896
69892,69903
69899,69909
69906,69916
69913,69922
69919,69929
69927,69936
69934,69943
69940,69950
69948,69956
69955,69963
69961,69969
69968,69976
69976,69982
69982,69989
69989,69995
69996,70002
70003,70008
70010,70015
70017,70021
70023,70028
70031,70034
70038,70041
70045,70047
70052,70054
70058,70060
70065,70066
70073,70073
70080,70079
70087,70086
70094,70093
70100,70099
70107,70105
70115,70112
70122,70118
70129,70125
70135,70132
70142,70139
70150,70145
70156,70152
70163,70158
70169,70165
70177,70171
70184,70177
70190,70184
70198,70190
70204,70197
70211,70203
70218,70210
70226,70216
70232,70222
70239,70229
70246,70236
70253,70242
70260,70248
70267,70255
70274,70262
70281,70268
70288,70275
70295,70281
70302,70288
70309,70294
70316,70301
70323,70307
70330,70314
70337,70321
70344,70327
70351,70333
70358,70341
70364,70347
70371,70353
70378,70360
70385,70366
70392,70373
70399,70379
70406,70386
70412,70393
70420,70399
70426,70406
70433,70412
70440,70419
70447,70425
70454,70431
70461,70438
70468,70444
70476,70450
70482,70458
70489,70464
70496,70470
70503,70477
70510,70484
70517,70490
70524,70497
70531,70504
70538,70510
70545,70516
70552,70523
70559,70529
70565,70536
70572,70543
70579,70549
70586,70555
70594,70562
70601,70568
70607,70575
70614,70581
70622,70588
70628,70595
70635,70601
70642,70608
70648,70614
70656,70620
70663,70627
70670,70633
70678,70641
70685,70647
70691,70653
70698,70660
70705,70666
70712,70672
70718,70680
70725,70685
70732,70692
70739,70698
70746,70705
70754,70711
70761,70717
70767,70725
70774,70731
70782,70737
70788,70744
70795,70750
70801,70757
70809,70764
70815,70770
70822,70777
70830,70783
70837,70790
70843,70796
70850,70803
70858,70809
70864,70816
70871,70822
70878,70829
70886,70836
70892,70842
70900,70848
70906,70854
70913,70861
70920,70868
70928,70875
70934,70881
70941,70888
70949,70894
70955,70901
70962,70907
70969,70914
70977,70920
70983,70927
70990,70934
70997,70940
71005,70947
71011,70953
71018,70959
71026,70966
71032,70972
71039,70979
71046,70986
71053,70993
71060,70999
71067,71005
71073,71012
71081,71018
71088,71025
71094,71031
71102,71038
71109,71045
71115,71051
71122,71057
71130,71064
71136,71070
71143,71077
71151,71083
71157,71090
71164,71097
71171,71104
71178,71110
71185,71116
71192,71123
71199,71129
71206,71136
71212,71142
71220,71149
71227,71155
71233,71161
71240,71169
71247,71176
71254,71182
71261,71189
71268,71195
71275,71201
71282,71208
71289,71214
71296,71220
71303,71227
71310,71233
71317,71240
71323,71246
71330,71253
71337,71260
71344,71266
71351,71272
71358,71279
71365,71285
71372,71292
71379,71298
71386,71304
71393,71310
71400,71318
71406,71324
71413,71330
71421,71337
71428,71343
71434,71349
71441,71357
71448,71363
71455,71369
71462,71376
71469,71382
71476,71389
71483,71395
71490,71401
71497,71408
71504,71414
71511,71420
71518,71427
71525,71433
71532,71440
71538,71447
71546,71453
71553,71459
71560,71466
71567,71473
71573,71479
71580,71485
71587,71493
71594,71499
71601,71505
71608,71511
71615,71519
71621,71525
71628,71531
71635,71538
71642,71545
71649,71551
71656,71558
71663,71564
71670,71571
71676,71578
71683,71584
71690,71591
71697,71598
71704,71604
71711,71610
71718,71617
71725,71624
71733,71630
71740,71637
71747,71643
71754,71650
71761,71656
71767,71662
71774,71670
71781,71676
71787,71682
71794,71689
71801,71696
71808,71702
71815,71708
71822,71714
71829,71721
71836,71728
71843,71734
71850,71740
71857,71747
71864,71754
71871,71760
71878,71767
71884,71773
71891,71779
71898,71786
71906,71793
71913,71799
71920,71806
71927,71813
71934,71820
71941,71826
71947,71832
71954,71840
71962,71846
71969,71852
71976,71859
71983,71865
71990,71872
71997,71878
72003,71885
72010,71891
72017,71897
72024,71904
72031,71910
72037,71916
72045,71923
72051,71930
72059,71936
72066,71943
72073,71949
72080,71956
72087,71963
72094,71970
72100,71976
72107,71983
72114,71989
72121,71996
72128,72003
72136,72009
72143,72015
72150,72023
72156,72029
72163,72036
72170,72042
72178,72049
72185,72056
72191,72062
72198,72069
72205,72076
72212,72082
72219,72089
72226,72095
72232,72102
72239,72108
72246,72115
72252,72122
72260,72128
72267,72135
72274,72142
72281,72148
72288,72155
72295,72161
72301,72167
72309,72174
72316,72180
72323,72187
72330,72193
72337,72200
72344,72207
72350,72213
72357,72220
72364,72227
72371,72233
72379,72239
72386,72246
72393,72253
72400,72259
72406,72266
72413,72272
72420,72278
72427,72285
72434,72292
72442,72298
72449,72305
72455,72312
72462,72318
72469,72324
72476,72331
72483,72338
72490,72344
72497,72350
72503,72357
72510,72364
72517,72370
72525,72376
72532,72384
72538,72390
72545,72396
72552,72403
72559,72410
72566,72417
72573,72423
72580,72429
72587,72436
72594,72443
72601,72449
72607,72456
72615,72463
72622,72469
72629,72476
72636,72482
72642,72488
72649,72495
72656,72501
72663,72508
72670,72513
72676,72520
72683,72526
72691,72533
72698,72539
72705,72545
72712,72552
72719,72558
72726,72565
72733,72571
72740,72578
72747,72584
72753,72591
72760,72597
72767,72603
72774,72611
72782,72617
72789,72623
72796,72629
72803,72636
72810,72643
72816,72649
72823,72655
72830,72662
72837,72668
72844,72675
72851,72682
72858,72688
72865,72694
72872,72701
72879,72707
72886,72714
72893,72720
72900,72727
72907,72733
72914,72740
72920,72746
72927,72754
72934,72760
72941,72766
72948,72772
72956,72779
72963,72786
72970,72792
72976,72798
72983,72805
72990,72811
72997,72818
73004,72824
73011,72830
73018,72837
73025,72843
73032,72850
73039,72857
73046,72863
73053,72869
73059,72876
73066,72883
73073,72889
73080,72895
73087,72902
73094,72909
73101,72915
73108,72922
73115,72928
73122,72935
73129,72941
73136,72948
73143,72955
73150,72961
73157,72967
73164,72973
73170,72981
73177,72987
73184,72993
73191,73000
73198,73006
73205,73012
73212,73019
73219,73026
73226,73032
73233,73038
73240,73045
73247,73051
73254,73058
73261,73065
73268,73071
73275,73077
73282,73084
73289,73090
73296,73096
73303,73103
73310,73110
73317,73116
73325,73122
73332,73128
73338,73135
73345,73141
73352,73148
73359,73155
73366,73161
73373,73168
73380,73175
73387,73181
73394,73188
73401,73194
73408,73201
73415,73207
73422,73214
73429,73220
73436,73227
73443,73233
73450,73240
73457,73246
73464,73253
73471,73259
73478,73265
73485,73272
73492,73278
73499,73284
73507,73291
73514,73297
73520,73304
73527,73311
73534,73318
73541,73324
73548,73330
73555,73337
73562,73344
73569,73350
73576,73357
73583,73363
73590,73370
73597,73376
73604,73383
73611,73389
73617,73396
73624,73402
73631,73409
73638,73415
73645,73422
73651,73428
73658,73435
73665,73441
73672,73448
73679,73454
73686,73461
73693,73467
73700,73474
73707,73480
73714,73487
73721,73493
73728,73500
73735,73506
73742,73513
73749,73520
73755,73527
73762,73533
73769,73539
73776,73546
73783,73553
73790,73559
73797,73566
73804,73572
73811,73579
73818,73584
73825,73592
73831,73598
73838,73604
73845,73611
73852,73617
73859,73623
73866,73630
73873,73636
73881,73643
73887,73650
73894,73656
73901,73663
73909,73670
73916,73676
73923,73682
73930,73688
73936,73695
73943,73702
73950,73708
73957,73715
73964,73722
73970,73728
73977,73734
73984,73741
73991,73748
73998,73755
74005,73761
74011,73767
74019,73774
74026,73780
